departure_city,arrival_city,departure_station,arrival_station,travel_time,departure_coordinates,arrival_coordinates
Artenay,Cercottes,Artenay,Cercottes,6,"48.0810570,1.88322600","47.9861550,1.88498100"
Chevilly,Fleury-les-Aubrais,Chevilly,Les Aubrais,9,"48.0266720,1.87911300","47.9268010,1.90712900"
Toury,Étampes,Toury,Étampes,17,"48.1936060,1.93956500","48.4366250,2.15948700"
Vendôme,Pezou,Vendôme,Pezou,8,"47.8019590,1.06871900","47.8670360,1.14114900"
Pezou,Fréteval,Pezou,Fréteval - Morée,5,"47.8670360,1.14114900","47.8918420,1.21192100"
Fréteval,Cloyes-les-Trois-Rivières,Fréteval - Morée,Cloyes,9,"47.8918420,1.21192100","47.9921030,1.24335400"
Cloyes-les-Trois-Rivières,Châteaudun,Cloyes,Châteaudun,11,"47.9921030,1.24335400","48.0734090,1.33811400"
Châteaudun,Bonneval,Châteaudun,Bonneval,12,"48.0734090,1.33811400","48.1862390,1.38629800"
Bonneval,Les Villages Vovéens,Bonneval,Voves,13,"48.1862390,1.38629800","48.2750050,1.62223200"
Les Villages Vovéens,Roinville,Voves,Auneau,13,"48.2750050,1.62223200","48.4460170,1.77988200"
Roinville,Paris,Auneau,Paris Austerlitz,61,"48.4460170,1.77988200","48.8422850,2.36489100"
Roinville,Dourdan,Auneau,Dourdan,13,"48.4460170,1.77988200","48.5334660,2.00964300"
Dourdan,Paris,Dourdan,Paris Austerlitz,49,"48.5334660,2.00964300","48.8422850,2.36489100"
Paris,Dourdan,Paris Austerlitz,Dourdan,32,"48.8422850,2.36489100","48.5334660,2.00964300"
Dourdan,Roinville,Dourdan,Auneau,12,"48.5334660,2.00964300","48.4460170,1.77988200"
Roinville,Les Villages Vovéens,Auneau,Voves,13,"48.4460170,1.77988200","48.2750050,1.62223200"
Les Villages Vovéens,Bonneval,Voves,Bonneval,12,"48.2750050,1.62223200","48.1862390,1.38629800"
Bonneval,Châteaudun,Bonneval,Châteaudun,9,"48.1862390,1.38629800","48.0734090,1.33811400"
Châteaudun,Cloyes-les-Trois-Rivières,Châteaudun,Cloyes,10,"48.0734090,1.33811400","47.9921030,1.24335400"
Cloyes-les-Trois-Rivières,Fréteval,Cloyes,Fréteval - Morée,10,"47.9921030,1.24335400","47.8918420,1.21192100"
Fréteval,Pezou,Fréteval - Morée,Pezou,5,"47.8918420,1.21192100","47.8670360,1.14114900"
Pezou,Vendôme,Pezou,Vendôme,9,"47.8670360,1.14114900","47.8019590,1.06871900"
Paris,Roinville,Paris Austerlitz,Auneau,50,"48.8422850,2.36489100","48.4460170,1.77988200"
Romorantin-Lanthenay,Pruniers-en-Sologne,Romorantin Blanc Argent,Les Quatre Roues,5,"47.3555620,1.73970900","47.3327820,1.70155300"
Pruniers-en-Sologne,Gièvres,Les Quatre Roues,Base Aérienne,2,"47.3327820,1.70155300","47.3201180,1.68154700"
Gièvres,Gièvres,Base Aérienne,Pruniers,2,"47.3201180,1.68154700","47.3133380,1.67137000"
Gièvres,Gièvres,Pruniers,Gièvres,6,"47.3133380,1.67137000","47.2787800,1.66781400"
Valençay,Val-Fouzon,Valençay,Varennes-sur-Fouzon,7,"47.1630550,1.55865800","47.2144600,1.61441000"
Val-Fouzon,Chabris,Varennes-sur-Fouzon,Chabris,6,"47.2144600,1.61441000","47.2550730,1.64621900"
Chabris,Gièvres,Chabris,Gièvres,6,"47.2550730,1.64621900","47.2787800,1.66781400"
Gièvres,Gièvres,Gièvres,Pruniers,6,"47.2787800,1.66781400","47.3133380,1.67137000"
Gièvres,Gièvres,Pruniers,Base Aérienne,2,"47.3133380,1.67137000","47.3201180,1.68154700"
Gièvres,Pruniers-en-Sologne,Base Aérienne,Les Quatre Roues,2,"47.3201180,1.68154700","47.3327820,1.70155300"
Pruniers-en-Sologne,Romorantin-Lanthenay,Les Quatre Roues,Romorantin Blanc Argent,5,"47.3327820,1.70155300","47.3555620,1.73970900"
Romorantin-Lanthenay,Romorantin-Lanthenay,Romorantin Blanc Argent,Faubourg d'Orléans,3,"47.3555620,1.73970900","47.3668920,1.74013100"
Romorantin-Lanthenay,Villeherviers,Faubourg d'Orléans,Villeherviers,5,"47.3668920,1.74013100","47.3694010,1.79775600"
Villeherviers,Loreux,Villeherviers,Loreux,4,"47.3694010,1.79775600","47.3904470,1.83445400"
Loreux,Selles-Saint-Denis,Loreux,Selles-Saint-Denis,7,"47.3904470,1.83445400","47.3883830,1.92224200"
Selles-Saint-Denis,La Ferté-Imbault,Selles-Saint-Denis,La Ferté-Imbault,4,"47.3883830,1.92224200","47.3837430,1.95799400"
La Ferté-Imbault,Salbris,La Ferté-Imbault,Salbris,10,"47.3837430,1.95799400","47.4251860,2.04775100"
Salbris,La Ferté-Imbault,Salbris,La Ferté-Imbault,10,"47.4251860,2.04775100","47.3837430,1.95799400"
La Ferté-Imbault,Selles-Saint-Denis,La Ferté-Imbault,Selles-Saint-Denis,4,"47.3837430,1.95799400","47.3883830,1.92224200"
Selles-Saint-Denis,Loreux,Selles-Saint-Denis,Loreux,7,"47.3883830,1.92224200","47.3904470,1.83445400"
Loreux,Villeherviers,Loreux,Villeherviers,4,"47.3904470,1.83445400","47.3694010,1.79775600"
Villeherviers,Romorantin-Lanthenay,Villeherviers,Faubourg d'Orléans,5,"47.3694010,1.79775600","47.3668920,1.74013100"
Chartres,Saint-Prest,Chartres,La Villette Saint-Prest,7,"48.4482020,1.48131300","48.4827520,1.52290500"
Saint-Prest,Jouy,La Villette Saint-Prest,Jouy,4,"48.4827520,1.52290500","48.5102470,1.55746200"
Jouy,Saint-Piat,Jouy,Saint-Piat,3,"48.5102470,1.55746200","48.5429530,1.59048900"
Saint-Piat,Maintenon,Saint-Piat,Maintenon,4,"48.5429530,1.59048900","48.5854790,1.59206500"
Épernon,Gazeran,Épernon,Gazeran,5,"48.6052040,1.68136400","48.6258190,1.77182800"
Gazeran,Rambouillet,Gazeran,Rambouillet,4,"48.6258190,1.77182800","48.6437700,1.83154000"
Maintenon,Saint-Piat,Maintenon,Saint-Piat,4,"48.5854790,1.59206500","48.5429530,1.59048900"
Saint-Piat,Jouy,Saint-Piat,Jouy,5,"48.5429530,1.59048900","48.5102470,1.55746200"
Jouy,Saint-Prest,Jouy,La Villette Saint-Prest,3,"48.5102470,1.55746200","48.4827520,1.52290500"
Saint-Prest,Chartres,La Villette Saint-Prest,Chartres,7,"48.4827520,1.52290500","48.4482020,1.48131300"
Rambouillet,Gazeran,Rambouillet,Gazeran,4,"48.6437700,1.83154000","48.6258190,1.77182800"
Gazeran,Épernon,Gazeran,Épernon,5,"48.6258190,1.77182800","48.6052040,1.68136400"
Versailles,Montigny-le-Bretonneux,Versailles Chantiers,Saint-Quentin en Yvelines,6,"48.7958260,2.13588300","48.7865700,2.04523000"
Montigny-le-Bretonneux,Rambouillet,Saint-Quentin en Yvelines,Rambouillet,12,"48.7865700,2.04523000","48.6437700,1.83154000"
Épernon,Paris,Épernon,Paris Montparnasse Hall 1 - 2,33,"48.6052040,1.68136400","48.8411720,2.32051400"
Nogent-le-Rotrou,Sablons sur Huisne,Nogent-le-Rotrou,Condé-sur-Huisne,6,"48.3257650,0.81031300","48.3833670,0.84888100"
Sablons sur Huisne,Bretoncelles,Condé-sur-Huisne,Bretoncelles,5,"48.3833670,0.84888100","48.4327300,0.89236000"
Bretoncelles,La Loupe,Bretoncelles,La Loupe,8,"48.4327300,0.89236000","48.4738280,1.01089800"
La Loupe,Pontgouin,La Loupe,Pontgouin,7,"48.4738280,1.01089800","48.4778770,1.14144400"
Pontgouin,Courville-sur-Eure,Pontgouin,Courville-sur-Eure,5,"48.4778770,1.14144400","48.4513360,1.23490200"
Courville-sur-Eure,Saint-Aubin-des-Bois,Courville-sur-Eure,Saint-Aubin - Saint-Luperce,6,"48.4513360,1.23490200","48.4476420,1.33183900"
Saint-Aubin-des-Bois,Amilly,Saint-Aubin - Saint-Luperce,Amilly - Ouerray,4,"48.4476420,1.33183900","48.4382940,1.38939600"
Amilly,Chartres,Amilly - Ouerray,Chartres,6,"48.4382940,1.38939600","48.4482020,1.48131300"
Chartres,Amilly,Chartres,Amilly - Ouerray,6,"48.4482020,1.48131300","48.4382940,1.38939600"
Amilly,Saint-Aubin-des-Bois,Amilly - Ouerray,Saint-Aubin - Saint-Luperce,4,"48.4382940,1.38939600","48.4476420,1.33183900"
Saint-Aubin-des-Bois,Courville-sur-Eure,Saint-Aubin - Saint-Luperce,Courville-sur-Eure,5,"48.4476420,1.33183900","48.4513360,1.23490200"
Courville-sur-Eure,Pontgouin,Courville-sur-Eure,Pontgouin,5,"48.4513360,1.23490200","48.4778770,1.14144400"
Pontgouin,La Loupe,Pontgouin,La Loupe,7,"48.4778770,1.14144400","48.4738280,1.01089800"
La Loupe,Bretoncelles,La Loupe,Bretoncelles,8,"48.4738280,1.01089800","48.4327300,0.89236000"
Bretoncelles,Sablons sur Huisne,Bretoncelles,Condé-sur-Huisne,5,"48.4327300,0.89236000","48.3833670,0.84888100"
Sablons sur Huisne,Nogent-le-Rotrou,Condé-sur-Huisne,Nogent-le-Rotrou,6,"48.3833670,0.84888100","48.3257650,0.81031300"
Le Mans,Champagné,Le Mans,Champagné,6,"47.9956150,0.19261400","48.0197480,0.33566500"
Champagné,Saint-Mars-la-Brière,Champagné,Saint-Mars-la-Brière,2,"48.0197480,0.33566500","48.0285290,0.36570300"
Saint-Mars-la-Brière,Montfort-le-Gesnois,Saint-Mars-la-Brière,Montfort-le-Gesnois,3,"48.0285290,0.36570300","48.0405760,0.40622600"
Montfort-le-Gesnois,Beillé,Montfort-le-Gesnois,Connerré - Beillé,5,"48.0405760,0.40622600","48.0737100,0.48689600"
Beillé,Boëssé-le-Sec,Connerré - Beillé,Sceaux - Boëssé,6,"48.0737100,0.48689600","48.1222300,0.57223300"
Boëssé-le-Sec,La Ferté-Bernard,Sceaux - Boëssé,La Ferté-Bernard,7,"48.1222300,0.57223300","48.1865270,0.63938000"
La Ferté-Bernard,Val-au-Perche,La Ferté-Bernard,Le Theil - La Rouge,8,"48.1865270,0.63938000","48.2672910,0.69437600"
Val-au-Perche,Nogent-le-Rotrou,Le Theil - La Rouge,Nogent-le-Rotrou,7,"48.2672910,0.69437600","48.3257650,0.81031300"
La Ferté-Bernard,Boëssé-le-Sec,La Ferté-Bernard,Sceaux - Boëssé,7,"48.1865270,0.63938000","48.1222300,0.57223300"
Boëssé-le-Sec,Beillé,Sceaux - Boëssé,Connerré - Beillé,6,"48.1222300,0.57223300","48.0737100,0.48689600"
Beillé,Montfort-le-Gesnois,Connerré - Beillé,Montfort-le-Gesnois,5,"48.0737100,0.48689600","48.0405760,0.40622600"
Montfort-le-Gesnois,Saint-Mars-la-Brière,Montfort-le-Gesnois,Saint-Mars-la-Brière,3,"48.0405760,0.40622600","48.0285290,0.36570300"
Saint-Mars-la-Brière,Champagné,Saint-Mars-la-Brière,Champagné,3,"48.0285290,0.36570300","48.0197480,0.33566500"
Champagné,Le Mans,Champagné,Le Mans,7,"48.0197480,0.33566500","47.9956150,0.19261400"
Bordeaux,Cenon,Bordeaux Saint-Jean,Cenon,4,"44.8252330,-0.5568750","44.8563470,-0.5336490"
Cenon,Saint-André-de-Cubzac,Cenon,Saint-André-de-Cubzac,13,"44.8563470,-0.5336490","44.9913260,-0.4409070"
Saint-André-de-Cubzac,Saint-Yzan-de-Soudiac,Saint-André-de-Cubzac,Saint-Mariens - Saint-Yzan,11,"44.9913260,-0.4409070","45.1390570,-0.3918340"
Saint-Yzan-de-Soudiac,Montendre,Saint-Mariens - Saint-Yzan,Montendre,9,"45.1390570,-0.3918340","45.2806690,-0.3965080"
Montendre,Jonzac,Montendre,Jonzac,15,"45.2806690,-0.3965080","45.4390480,-0.4415940"
Jonzac,Pons,Jonzac,Pons,21,"45.4390480,-0.4415940","45.5782770,-0.5392070"
Pons,Saintes,Pons,Saintes,23,"45.5782770,-0.5392070","45.7485250,-0.6181150"
Saintes,Pons,Saintes,Pons,16,"45.7485250,-0.6181150","45.5782770,-0.5392070"
Pons,Jonzac,Pons,Jonzac,21,"45.5782770,-0.5392070","45.4390480,-0.4415940"
Jonzac,Montendre,Jonzac,Montendre,18,"45.4390480,-0.4415940","45.2806690,-0.3965080"
Montendre,Saint-Yzan-de-Soudiac,Montendre,Saint-Mariens - Saint-Yzan,12,"45.2806690,-0.3965080","45.1390570,-0.3918340"
Saint-Yzan-de-Soudiac,Saint-André-de-Cubzac,Saint-Mariens - Saint-Yzan,Saint-André-de-Cubzac,11,"45.1390570,-0.3918340","44.9913260,-0.4409070"
Saint-André-de-Cubzac,Cenon,Saint-André-de-Cubzac,Cenon,13,"44.9913260,-0.4409070","44.8563470,-0.5336490"
Cenon,Bordeaux,Cenon,Bordeaux Saint-Jean,5,"44.8563470,-0.5336490","44.8252330,-0.5568750"
Royan,Saujon,Royan,Saujon,7,"45.6258860,-1.0167030","45.6665020,-0.9300190"
Saujon,Saintes,Saujon,Saintes,19,"45.6665020,-0.9300190","45.7485250,-0.6181150"
Saintes,Saujon,Saintes,Saujon,18,"45.7485250,-0.6181150","45.6665020,-0.9300190"
Saujon,Royan,Saujon,Royan,8,"45.6665020,-0.9300190","45.6258860,-1.0167030"
Saintes,Rochefort,Saintes,Rochefort,28,"45.7485250,-0.6181150","45.9469910,-0.9632190"
Rochefort,Châtelaillon-Plage,Rochefort,Châtelaillon,12,"45.9469910,-0.9632190","46.0782820,-1.0911180"
Châtelaillon-Plage,La Rochelle,Châtelaillon,La Rochelle,9,"46.0782820,-1.0911180","46.1527050,-1.1458530"
La Rochelle,Châtelaillon-Plage,La Rochelle,Châtelaillon,7,"46.1527050,-1.1458530","46.0782820,-1.0911180"
Châtelaillon-Plage,Rochefort,Châtelaillon,Rochefort,13,"46.0782820,-1.0911180","45.9469910,-0.9632190"
Rochefort,Saintes,Rochefort,Saintes,27,"45.9469910,-0.9632190","45.7485250,-0.6181150"
Montendre,Bussac-Forêt,Montendre,Bussac,5,"45.2806690,-0.3965080","45.2118920,-0.3683420"
Bussac-Forêt,Saint-Yzan-de-Soudiac,Bussac,Saint-Mariens - Saint-Yzan,9,"45.2118920,-0.3683420","45.1390570,-0.3918340"
La Rochelle,La Rochelle,La Rochelle Porte Dauphine,La Rochelle,6,"46.1676160,-1.1518750","46.1527050,-1.1458530"
La Rochelle,Aytré,La Rochelle,Aytré Plage,4,"46.1527050,-1.1458530","46.1272030,-1.1277000"
Aytré,Angoulins,Aytré Plage,Angoulins sur Mer,2,"46.1272030,-1.1277000","46.1079340,-1.1163760"
Angoulins,Châtelaillon-Plage,Angoulins sur Mer,Châtelaillon,4,"46.1079340,-1.1163760","46.0782820,-1.0911180"
Châtelaillon-Plage,Saint-Laurent-de-la-Prée,Châtelaillon,Saint-Laurent-de-la-Prée - Fouras,7,"46.0782820,-1.0911180","45.9925080,-1.0271950"
Saint-Laurent-de-la-Prée,Rochefort,Saint-Laurent-de-la-Prée - Fouras,Rochefort,7,"45.9925080,-1.0271950","45.9469910,-0.9632190"
Rochefort,Tonnay-Charente,Rochefort,Tonnay-Charente,5,"45.9469910,-0.9632190","45.9434010,-0.8977890"
Tonnay-Charente,Bords,Tonnay-Charente,Bords,7,"45.9434010,-0.8977890","45.8942370,-0.7981150"
Bords,Saint-Savinien,Bords,Saint-Savinien,7,"45.8942370,-0.7981150","45.8760380,-0.6778780"
Saint-Savinien,Saintes,Saint-Savinien,Saintes,12,"45.8760380,-0.6778780","45.7485250,-0.6181150"
La Rochelle,La Rochelle,La Rochelle,La Rochelle Porte Dauphine,5,"46.1527050,-1.1458530","46.1676160,-1.1518750"
Saint-Yzan-de-Soudiac,Bussac-Forêt,Saint-Mariens - Saint-Yzan,Bussac,6,"45.1390570,-0.3918340","45.2118920,-0.3683420"
Bussac-Forêt,Montendre,Bussac,Montendre,5,"45.2118920,-0.3683420","45.2806690,-0.3965080"
Cenon,Libourne,Cenon,Libourne,16,"44.8563470,-0.5336490","44.9159040,-0.2363590"
Libourne,Saint-Denis-de-Pile,Libourne,Saint-Denis-de-Pile,5,"44.9159040,-0.2363590","44.9779970,-0.1981940"
Saint-Denis-de-Pile,Coutras,Saint-Denis-de-Pile,Coutras,5,"44.9779970,-0.1981940","45.0367090,-0.1313610"
Coutras,Les Églisottes-et-Chalaures,Coutras,Les Églisottes,6,"45.0367090,-0.1313610","45.0942830,-0.0434140"
Les Églisottes-et-Chalaures,Saint-Aigulin,Les Églisottes,Saint-Aigulin - La Roche-Chalais,5,"45.0942830,-0.0434140","45.1572930,-0.0187330"
Saint-Aigulin,Chalais,Saint-Aigulin - La Roche-Chalais,Chalais,8,"45.1572930,-0.0187330","45.2708750,0.04344800"
Chalais,Montmoreau,Chalais,Montmoreau,9,"45.2708750,0.04344800","45.3983370,0.13751700"
Montmoreau,La Couronne,Montmoreau,La Couronne Charente,16,"45.3983370,0.13751700","45.6047850,0.10123500"
La Couronne,Angoulême,La Couronne Charente,Angoulême,6,"45.6047850,0.10123500","45.6535720,0.16460800"
Angoulême,La Couronne,Angoulême,La Couronne Charente,5,"45.6535720,0.16460800","45.6047850,0.10123500"
La Couronne,Montmoreau,La Couronne Charente,Montmoreau,17,"45.6047850,0.10123500","45.3983370,0.13751700"
Montmoreau,Chalais,Montmoreau,Chalais,9,"45.3983370,0.13751700","45.2708750,0.04344800"
Chalais,Saint-Aigulin,Chalais,Saint-Aigulin - La Roche-Chalais,7,"45.2708750,0.04344800","45.1572930,-0.0187330"
Saint-Aigulin,Les Églisottes-et-Chalaures,Saint-Aigulin - La Roche-Chalais,Les Églisottes,5,"45.1572930,-0.0187330","45.0942830,-0.0434140"
Les Églisottes-et-Chalaures,Coutras,Les Églisottes,Coutras,6,"45.0942830,-0.0434140","45.0367090,-0.1313610"
Coutras,Saint-Denis-de-Pile,Coutras,Saint-Denis-de-Pile,5,"45.0367090,-0.1313610","44.9779970,-0.1981940"
Saint-Denis-de-Pile,Libourne,Saint-Denis-de-Pile,Libourne,6,"44.9779970,-0.1981940","44.9159040,-0.2363590"
Libourne,Cenon,Libourne,Cenon,15,"44.9159040,-0.2363590","44.8563470,-0.5336490"
Libourne,Vayres,Libourne,Vayres,5,"44.9159040,-0.2363590","44.8973260,-0.3171690"
Vayres,Saint-Sulpice-et-Cameyrac,Vayres,Saint-Sulpice - Izon,5,"44.8973260,-0.3171690","44.9143080,-0.3921310"
Saint-Sulpice-et-Cameyrac,Saint-Loubès,Saint-Sulpice - Izon,Saint-Loubès,2,"44.9143080,-0.3921310","44.9222660,-0.4331980"
Saint-Loubès,Ambarès-et-Lagrave,Saint-Loubès,La Gorp,4,"44.9222660,-0.4331980","44.9287400,-0.4966320"
Ambarès-et-Lagrave,Bassens,La Gorp,Bassens,3,"44.9287400,-0.4966320","44.9013070,-0.5222820"
Bassens,Cenon,Bassens,Cenon,4,"44.9013070,-0.5222820","44.8563470,-0.5336490"
Saint-Yzan-de-Soudiac,Cavignac,Saint-Mariens - Saint-Yzan,Cavignac,3,"45.1390570,-0.3918340","45.1051630,-0.3822430"
Cavignac,Gauriaguet,Cavignac,Gauriaguet,5,"45.1051630,-0.3822430","45.0543450,-0.3992840"
Gauriaguet,Val de Virvée,Gauriaguet,Aubie - Saint-Antoine,3,"45.0543450,-0.3992840","45.0151390,-0.4198950"
Val de Virvée,Saint-André-de-Cubzac,Aubie - Saint-Antoine,Saint-André-de-Cubzac,4,"45.0151390,-0.4198950","44.9913260,-0.4409070"
Saint-André-de-Cubzac,Cubzac-les-Ponts,Saint-André-de-Cubzac,Cubzac-les-Ponts,2,"44.9913260,-0.4409070","44.9725780,-0.4590330"
Cubzac-les-Ponts,Ambarès-et-Lagrave,Cubzac-les-Ponts,La Grave d'Ambarès,5,"44.9725780,-0.4590330","44.9366510,-0.4763820"
Ambarès-et-Lagrave,Sainte-Eulalie,La Grave d'Ambarès,Sainte-Eulalie - Carbon-Blanc,4,"44.9366510,-0.4763820","44.8979250,-0.4942940"
Sainte-Eulalie,Cenon,Sainte-Eulalie - Carbon-Blanc,Cenon,5,"44.8979250,-0.4942940","44.8563470,-0.5336490"
Cenon,Sainte-Eulalie,Cenon,Sainte-Eulalie - Carbon-Blanc,5,"44.8563470,-0.5336490","44.8979250,-0.4942940"
Sainte-Eulalie,Ambarès-et-Lagrave,Sainte-Eulalie - Carbon-Blanc,La Grave d'Ambarès,4,"44.8979250,-0.4942940","44.9366510,-0.4763820"
Ambarès-et-Lagrave,Cubzac-les-Ponts,La Grave d'Ambarès,Cubzac-les-Ponts,5,"44.9366510,-0.4763820","44.9725780,-0.4590330"
Cubzac-les-Ponts,Saint-André-de-Cubzac,Cubzac-les-Ponts,Saint-André-de-Cubzac,3,"44.9725780,-0.4590330","44.9913260,-0.4409070"
Saint-André-de-Cubzac,Val de Virvée,Saint-André-de-Cubzac,Aubie - Saint-Antoine,3,"44.9913260,-0.4409070","45.0151390,-0.4198950"
Val de Virvée,Gauriaguet,Aubie - Saint-Antoine,Gauriaguet,4,"45.0151390,-0.4198950","45.0543450,-0.3992840"
Gauriaguet,Cavignac,Gauriaguet,Cavignac,5,"45.0543450,-0.3992840","45.1051630,-0.3822430"
Cavignac,Saint-Yzan-de-Soudiac,Cavignac,Saint-Mariens - Saint-Yzan,4,"45.1051630,-0.3822430","45.1390570,-0.3918340"
Ambarès-et-Lagrave,Saint-André-de-Cubzac,La Grave d'Ambarès,Saint-André-de-Cubzac,7,"44.9366510,-0.4763820","44.9913260,-0.4409070"
Libourne,Coutras,Libourne,Coutras,8,"44.9159040,-0.2363590","45.0367090,-0.1313610"
Coutras,Saint-Médard-de-Guizières,Coutras,Saint-Médard-de-Guizières,6,"45.0367090,-0.1313610","45.0155580,-0.0488110"
Saint-Médard-de-Guizières,Saint-Seurin-sur-l'Isle,Saint-Médard-de-Guizières,Saint-Seurin-sur-l'Isle,3,"45.0155580,-0.0488110","45.0116390,-0.0031060"
Saint-Seurin-sur-l'Isle,Montpon-Ménestérol,Saint-Seurin-sur-l'Isle,Montpon-Ménestérol,7,"45.0116390,-0.0031060","45.0063380,0.15933900"
Montpon-Ménestérol,Mussidan,Montpon-Ménestérol,Mussidan,9,"45.0063380,0.15933900","45.0343770,0.35406800"
Mussidan,Neuvic,Mussidan,Neuvic,6,"45.0343770,0.35406800","45.1001030,0.44484700"
Neuvic,Saint-Astier,Neuvic,Saint-Astier,5,"45.1001030,0.44484700","45.1391750,0.52263900"
Saint-Astier,Razac-sur-l'Isle,Saint-Astier,Razac,5,"45.1391750,0.52263900","45.1659590,0.59946400"
Razac-sur-l'Isle,Marsac-sur-l'Isle,Razac,Marsac Dordogne,5,"45.1659590,0.59946400","45.1860160,0.66256700"
Marsac-sur-l'Isle,Périgueux,Marsac Dordogne,Périgueux,3,"45.1860160,0.66256700","45.1874250,0.70839600"
Périgueux,Boulazac Isle Manoire,Périgueux,Boulazac Isle Manoire,5,"45.1874250,0.70839600","45.1720520,0.77278700"
Boulazac Isle Manoire,Thenon,Boulazac Isle Manoire,Thenon,17,"45.1720520,0.77278700","45.1601300,1.06864600"
Thenon,Le Lardin-Saint-Lazare,Thenon,Condat - Le Lardin,9,"45.1601300,1.06864600","45.1267320,1.22672700"
Le Lardin-Saint-Lazare,Terrasson-Lavilledieu,Condat - Le Lardin,Terrasson,5,"45.1267320,1.22672700","45.1356020,1.30050100"
Terrasson-Lavilledieu,Brive-la-Gaillarde,Terrasson,Brive-la-Gaillarde,13,"45.1356020,1.30050100","45.1526010,1.52863400"
Brive-la-Gaillarde,Saint-Hilaire-Peyroux,Brive-la-Gaillarde,Aubazines - Saint-Hilaire,9,"45.1526010,1.52863400","45.1819040,1.64098600"
Saint-Hilaire-Peyroux,Cornil,Aubazines - Saint-Hilaire,Cornil,7,"45.1819040,1.64098600","45.2165560,1.70009100"
Cornil,Tulle,Cornil,Tulle,8,"45.2165560,1.70009100","45.2588780,1.75666500"
Mussidan,Saint-Astier,Mussidan,Saint-Astier,10,"45.0343770,0.35406800","45.1391750,0.52263900"
Saint-Astier,Périgueux,Saint-Astier,Périgueux,11,"45.1391750,0.52263900","45.1874250,0.70839600"
Périgueux,Thenon,Périgueux,Thenon,21,"45.1874250,0.70839600","45.1601300,1.06864600"
Brive-la-Gaillarde,Terrasson-Lavilledieu,Brive-la-Gaillarde,Terrasson,14,"45.1526010,1.52863400","45.1356020,1.30050100"
Terrasson-Lavilledieu,Le Lardin-Saint-Lazare,Terrasson,Condat - Le Lardin,5,"45.1356020,1.30050100","45.1267320,1.22672700"
Le Lardin-Saint-Lazare,Thenon,Condat - Le Lardin,Thenon,9,"45.1267320,1.22672700","45.1601300,1.06864600"
Thenon,Périgueux,Thenon,Périgueux,21,"45.1601300,1.06864600","45.1874250,0.70839600"
Périgueux,Saint-Astier,Périgueux,Saint-Astier,11,"45.1874250,0.70839600","45.1391750,0.52263900"
Saint-Astier,Neuvic,Saint-Astier,Neuvic,5,"45.1391750,0.52263900","45.1001030,0.44484700"
Neuvic,Mussidan,Neuvic,Mussidan,7,"45.1001030,0.44484700","45.0343770,0.35406800"
Mussidan,Montpon-Ménestérol,Mussidan,Montpon-Ménestérol,9,"45.0343770,0.35406800","45.0063380,0.15933900"
Montpon-Ménestérol,Saint-Seurin-sur-l'Isle,Montpon-Ménestérol,Saint-Seurin-sur-l'Isle,8,"45.0063380,0.15933900","45.0116390,-0.0031060"
Saint-Seurin-sur-l'Isle,Saint-Médard-de-Guizières,Saint-Seurin-sur-l'Isle,Saint-Médard-de-Guizières,3,"45.0116390,-0.0031060","45.0155580,-0.0488110"
Saint-Médard-de-Guizières,Coutras,Saint-Médard-de-Guizières,Coutras,6,"45.0155580,-0.0488110","45.0367090,-0.1313610"
Coutras,Libourne,Coutras,Libourne,10,"45.0367090,-0.1313610","44.9159040,-0.2363590"
Tulle,Cornil,Tulle,Cornil,7,"45.2588780,1.75666500","45.2165560,1.70009100"
Cornil,Saint-Hilaire-Peyroux,Cornil,Aubazines - Saint-Hilaire,7,"45.2165560,1.70009100","45.1819040,1.64098600"
Saint-Hilaire-Peyroux,Brive-la-Gaillarde,Aubazines - Saint-Hilaire,Brive-la-Gaillarde,9,"45.1819040,1.64098600","45.1526010,1.52863400"
Saint-Astier,Mussidan,Saint-Astier,Mussidan,10,"45.1391750,0.52263900","45.0343770,0.35406800"
Périgueux,Razac-sur-l'Isle,Périgueux,Razac,7,"45.1874250,0.70839600","45.1659590,0.59946400"
Razac-sur-l'Isle,Saint-Astier,Razac,Saint-Astier,4,"45.1659590,0.59946400","45.1391750,0.52263900"
Razac-sur-l'Isle,Périgueux,Razac,Périgueux,8,"45.1659590,0.59946400","45.1874250,0.70839600"
Limoges,Nexon,Limoges Bénédictins,Nexon,14,"45.8358710,1.26851300","45.6915650,1.17843100"
Nexon,Thiviers,Nexon,Thiviers,26,"45.6915650,1.17843100","45.4187590,0.92161000"
Thiviers,Périgueux,Thiviers,Périgueux,22,"45.4187590,0.92161000","45.1874250,0.70839600"
Périgueux,Thiviers,Périgueux,Thiviers,22,"45.1874250,0.70839600","45.4187590,0.92161000"
Thiviers,Limoges,Thiviers,Limoges Bénédictins,40,"45.4187590,0.92161000","45.8358710,1.26851300"
Limoges,Thiviers,Limoges Bénédictins,Thiviers,39,"45.8358710,1.26851300","45.4187590,0.92161000"
Périgueux,Libourne,Périgueux,Libourne,45,"45.1874250,0.70839600","44.9159040,-0.2363590"
Coutras,Mussidan,Coutras,Mussidan,22,"45.0367090,-0.1313610","45.0343770,0.35406800"
Mussidan,Périgueux,Mussidan,Périgueux,18,"45.0343770,0.35406800","45.1874250,0.70839600"
Coutras,Saint-Seurin-sur-l'Isle,Coutras,Saint-Seurin-sur-l'Isle,7,"45.0367090,-0.1313610","45.0116390,-0.0031060"
